video_id,title,published_at,duration,viewCount,likeCount,commentCount,engagement_total,tags
yK5_Wf14haA,"TRAILER RASMI ""KAU TAKDIRKU"" - DI PAWAGAM SELURUH MALAYSIA BERMULA 7 SEPTEMBER 2017",2017-07-22 13:00:07,PT1M37S,177983,560,119,679,"grand,brilliance"
2OCUjqJw7Y8,#LEBUHRAYAKENERAKA - SESAT TENGAH JALAN,2017-05-12 16:48:54,PT4M14S,31157,107,5,112,"grand,brilliance,lebuhraya ke neraka,youtubers malaysia,viners,seram,hantu,cerita hantu,kelakar"
C-l8zkGx3qY,Benda ni akan jadi kalau sesat tengah jalan pukul 1 pagi...,2017-05-12 02:34:29,PT1M30S,4582,16,2,18,"grand,brilliance,lebuhraya ke neraka,mamat khalid"
fD7WyIg-BM4,#LEBUHRAYAKENERAKA - ALTER EGO MAMAT KHALID,2017-05-02 02:36:23,PT1M1S,2959,10,4,14,"grand,brilliance,lebuhraya ke neraka,mamat khalid,seni,veedo"
ri46942j9x4,LEBUHRAYA KE NERAKA (OFFICIAL TRAILER) - 4 MEI 2017,2017-04-13 14:00:06,PT1M,319021,829,80,909,"grand,brilliance,lebuhraya,khir rahman,awie,mamat khalid,cerita insaf,islamik,trailer filem melayu,filem malaysia,malaysia film,seram,keinsafan,official,syaitan,tamar jalis,bercakap dengan jin,peminat cerita,siakap keli,astro shaw,media prima,munafik,kisah seram,kisah hantu,hantu,jembalang,takut,terkejut"
oYwvvGFsRA4,#JREVOLUSI - Andra VS. Jay Zulkarnain,2017-03-10 13:00:03,PT31S,11110,45,2,47,"grand,brilliance,jay zulkarnain,andra,zul ariffin,farid kamil,fight,versus,tv9,tv3,bersatu,malaysia,reformasi,j revolusi,media prima,artis bergaduh,kempen"
9ScBw8k0_0Q,#JREVOLUSI - Trailer versi Drama,2017-03-06 04:32:25,PT31S,9078,33,0,33,"grand,brilliance"
ykadF1bu5UM,#JREVOLUSI - Trailer versi Aksi,2017-03-06 04:32:55,PT31S,8197,30,0,30,"grand,brilliance"
z6vQMdD63oc,#JREVOLUSI - Di Sebalik Tabir - Produksi,2017-02-24 04:17:15,PT3M47S,126917,360,45,405,"grand,brilliance,behind the scene,jrevolusi,j revolusi,zul ariffin,izara aishah,farid kamil,fazura,azad jazmin,filem malaysia,aksi,action movie"
H9gBXE25woA,#JREVOLUSI - Di Sebalik Tabir - Kesan Khas CGI,2017-02-12 16:20:28,PT3M34S,3996,19,6,25,"grand,brilliance,jrevolusi,J Revolusi,CGI Malaysia,Animation,Action Movie,Filem Melayu,Malaysia,Zul Ariffin,Di Sebalik Tabir,Behind The Scene,Malaysia Filmmaker,Pengarah Filem,Kesan Khas,Visual Effect,Izara Aishah,Fazura,Farid Kamil"
06KUdfJF4_U,J REVOLUSI - Official Trailer Versi 2,2017-02-06 08:40:53,PT30S,231204,158,4,162,"grand,brilliance,j revolusi,JREVOLUSI,infinitus productions,media prima,zul ariffin,keluarga,fatimah abu bakar,fazura,izara aishah,farid kamil,filem malaysia,drama"
SnL2Z36IPy8,#JREVOLUSI - Di Sebalik Tabir - Aksi Lagak Ngeri,2017-01-28 04:34:31,PT3M30S,17280,68,2,70,"grand,brilliance,j revolusi,primeworks,zul ariffin,farid kamil,fazura,izara aishah,filem melayu,di sebalik tabir,behind the scene,action movie,malaysia,tv3,drama,akasia,stuntman,aksi"
2i9z4KXME5c,J REVOLUSI - OFFICIAL TRAILER [HD] - DI PAWAGAM 2 MAC 2017,2017-01-22 14:30:01,PT2M,402023,1088,227,1315,"grand,brilliance,jrevolusi,j revolusi,zul ariffin,izara aishah,fazura,azad jazmin,filem melayu,aksi,MMA,Infinitus,Game J Revolusi,Trailer,Melayu,Filem Malaysia,2017"
oBHibsXdjcI,#JREVOLUSI - Di Sebalik Tabir - Penggunaan Senjata Api,2017-01-06 14:03:59,PT3M9S,48490,125,16,141,"grand,brilliance,jrevolusi,primeworks studios,filem melayu,aksi,senjata api,zul ariffin,izara aishah,fazura"
Uj_13dRJaYE,#JREVOLUSI - Di Sebalik Tabir - Unit Tindakhas (UTK),2016-12-24 05:10:09,PT3M46S,71716,362,44,406,"grand,brilliance,jrevolusi,J Revolusi,Malaysia,Unit Tindakhas,PDRM,Polis,Movie,Filem Malaysia,Zul Ariffin,Farid Kamil,Izara Aishah"
9hZW75cbZsE,#JREVOLUSI - Di Sebalik Tabir - Aksi Seni Bela Diri Campuran (MMA),2016-12-09 07:00:01,PT3M8S,18958,38,4,42,"grand,brilliance,jrevolusi,zul ariffin,izara aishah,filem malaysia,aksi"
cZ18HUuqmcw,#JREVOLUSI - Official Teaser Trailer #1,2016-11-18 15:00:03,PT1M,116363,170,17,187,"grand,brilliance,#jrevolusi,zul ariffin,izara aishah,fazura,filem aksi,filem malaysia,melayu,teaser trailer"
ZVQh5oBoA5I,#JREVOLUSI - Di Sebalik Tabir - Solekan Kesan Khas,2016-11-11 06:00:01,PT3M3S,4707,23,1,24,"grand,brilliance,JRevolusi,J Revolusi,filem,primeworks studios,Zul Ariffin,Izara Aishah,Fazura,Gwork"
COB6_sm_FjQ,#JRevolusi - Ucapan Selamat Hari Deepavali,2016-10-29 02:03:39,PT29S,1395,4,1,5,
y6BdTMuxX_Q,#JREVOLUSI - Di Sebalik Tabir - Latihan Gerak Tempur,2016-10-28 13:00:23,PT3M42S,9297,40,3,43,"grand,brilliance"
32wJcedvJI0,#ROCKBRO - NOSTALGIA ROCK - NASI LEMAK KOPI O (TV9),2016-10-25 11:03:48,PT14M34S,23948,115,14,129,"grand,brilliance,tv9 malaysia,rock bro,#ROCKBRO,primeworks,Nasi Lemak Kopi O,Malaysia"
vAySyU1lPAY,#ROCKBRO | Mamat Khalid (Pengarah Rock Bro) & Kuku Besi di dalam rancangan MHI TV3,2016-10-20 10:16:44,PT15M8S,47506,210,41,251,"grand,brilliance,TV3 Malaysia,Grand Brilliance,Mamat Khalid,Kuku Besi,Rock Bro,#rockbro"
4sfm-_gx9d8,#ROCKBRO | 3 JUARA KHIR RAHMAN - TIKA,2016-10-19 03:12:57,PT3M59S,1316523,11760,902,12662,"grand,brilliance"
ecxhtx6ZRi8,#ROCKBRO | LIPUTAN MUZIK MUZIK 31,2016-10-12 09:24:19,PT1M55S,7554,40,1,41,"grand,brilliance,rock bro,rimba bara,tv3 malaysia,grand brilliance,khir rahman,mamat khalid,muzik muzik,primeworks,filem malaysia"
eOErujZzYcg,#ROCKBRO | LIPUTAN MELODI TV3 2016,2016-10-12 08:23:10,PT1M52S,2456,16,0,16,"grand,brilliance,melodi,khir rahman,mamat khalid,gosip,malaysia"
dw0VY7y-UbI,PEKAK | Kenape anda WAJIB tonton filem PEKAK?,2016-08-29 10:27:17,PT1M14S,3322,13,5,18,"grand,brilliance,pekak,#PEK4K,#PEKAKMOVIE,FILEM MALAYSIA,Zahiril Adzim,Sharifah Amani,Sharifah Sakinah,Amerul Affendi,Iedil Putra,Tengku Iesta,Grand Brilliance,Lightbulb Pictures"
uUDWqJdiR2k,PEKAK | EKSPERIMENTASI SOSIAL,2016-08-28 08:20:45,PT6M40S,11687,13,4,17,"grand,brilliance,PEKAK,social experiment,eksperimen sosial,orang kurang upaya,viral,scam,uda,dara,zahiril adzim,sharifah sakinah,gaduh,melayu,minta sedekah,dbkl"
_t6fVkqonoI,"PEKAK | Review daripada media & pengkritik semasa pra-tonton & ""Bual Filem"" bersama KOMFIT",2016-08-25 07:52:18,PT3M59S,8201,13,7,20,"grand,brilliance,pekak,pekakmovie,pek4k,lightbulb pictures,grand brilliance,sharifah amani,sharifah sakinah,amerul afendi,iedil putra,zahiril adzim,joe flizzow,hassan muthalib,komfit,mdec,media prima,primeworks studios,primeworks distribution"
_AO17SgWAKA,"OFFICIAL TRAILER ""PEKAK"" - DI PAWAGAM SELURUH MALAYSIA BERMULA 1 SEPTEMBER 2016",2016-07-01 06:31:42,PT1M29S,267251,573,296,869,"grand,brilliance,Pekak,Indie,Malaysia Film,Filem Malaysia,Dadah,Cinta,Romantis,Sharifah Amani,Sharifah Sakinah,Zahiril Adzim"
WJI5kvMkoxU,SHOWDOWN GIG | 6TH APRIL 2016,2016-04-16 12:44:33,PT2M50S,3751,25,1,26,"grand,brilliance,showdown,8tv,showdown the movie,showdown gig,filem,ximited,grand brilliance,primework,nico g,hafiz hatim,dance,malaysia"
OU_uIL7mxwo,THE MAKING OF SHOWDOWN THE MOVIE | 7 APRIL DI PAWAGAM,2016-04-12 11:11:13,PT20M30S,18160,104,13,117,"grand,brilliance"
2inByKw2MEQ,SHOWDOWN THE MOVIE | 7 APRIL 2016 | Promo COMEDY,2016-03-14 15:10:07,PT31S,3411,15,0,15,"grand,brilliance"
qQin7vzyEFU,SHOWDOWN THE MOVIE | TRAILER RASMI 2 | 7 APRIL 2016,2016-03-14 15:08:08,PT1M2S,16781,79,1,80,"grand,brilliance,showdown,showdown the movie,nico,nico g,inilah nasibku,inilah nasibku showdown,dance for life,dance 4 life,dance,hiphop,dance movie,tv3,tv9,8tv,ntv7"
JaqOgNN-Ix0,SHOWDOWN THE MOVIE | 7 APRIL 2016 | Promo DANCE,2016-03-14 15:09:11,PT32S,4721,24,1,25,"grand,brilliance"
8S5kXCaPGLs,SHOWDOWN THE MOVIE | OFFICIAL MV | INILAH NASIBKU... SHOWDOWN - NICO G,2016-02-25 10:00:00,PT4M6S,396263,2762,244,3006,"grand,brilliance,inilah nasibku,showdown,showdown the movie,izara aishah,nico,dino,affa,inilah,nasibku,inilah nasibku showdown,ost,soundtrack,movie,film,ola bola,polis evo,langit cinta,grand brilliance,tv3,tv9,8tv,ntv7"
_AgueGSACMY,BOBOIBOY THE MOVIE | PELANCARAN FILEM,2016-02-24 11:38:38,PT1M38S,16266,25,0,25,"Boboiboy,boboiboy the movie,press conference,the movie,grand brilliance,media prima,filem,animasi,ximited,ximited production,gbtb,gbtv"
ogbJonGVZqE,BOBOIBOY THE MOVIE | TRAILER RASMI 2,2016-02-04 08:49:17,PT2M19S,353647,1070,0,1070,"grand,brilliance"
zoMQycjrrv4,SHOWDOWN THE MOVIE | TRAILER RASMI | 7 APRIL 2016,2016-01-31 06:00:00,PT1M51S,175735,665,98,763,"grand,brilliance"
iKUaJ3KVj8Y,SHOWDOWN THE MOVIE | 7 APRIL 2016 | Promo RASMI,2016-01-28 13:30:03,PT30S,30009,130,17,147,"grand,brilliance,showdown,8tv,filem,dance,ximited,GBTV,grand brilliance,reza hasbi,izara aishah,sufiyan safwan,malaysia,azad jasmin,ben ladin,7 april,2016,Iedil Putra"
BXaKqqhcX6c,BOBOIBOY THE MOVIE | TV PROMO 30 sec,2016-01-15 04:58:52,PT30S,63414,87,0,87,"grand,brilliance,primeworks,primeworks studios,monsta,animonsta studios,animonsta"
